scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,seen_calibrated_aps,median_router_rmse_m,good_router_count,usable_router_count,weak_router_count,gps_jump_m,wifi_jump_m,is_outlier,outlier_reason
scan_04,2026-04-08 11:33:11,48.878608119717214,8.715648679771151,48.87865290659073,8.715609347332942,48.87865290659073,8.715609347332942,3,32.2658629304208,,5.757491403409537,wknn_fingerprinting_smoothed_road_snapped,5,1.9787682925729804,0,2,3,19.373190711870734,5.757490759345901,False,
scan_05,2026-04-08 11:33:34,48.87875390342473,8.715488070086685,48.878637231184996,8.715623113686316,48.878637231184996,8.715623113686316,3,17.009801096230763,,16.32271291704811,wknn_fingerprinting_smoothed_road_snapped,5,1.9787682925729804,0,1,4,20.04060264375384,2.0151216192390335,False,
scan_32,2026-04-08 12:10:02,48.88954060878895,8.698120571025353,48.88935021955241,8.698534397343554,48.88930685992822,8.698507550512073,6,20.751966016403596,5.211461302133706,38.46267279285523,wknn_fingerprinting_smoothed_road_snapped,17,8.972300230954039,2,6,9,30.391197298395728,27.3169477171657,False,
scan_57,2026-04-08 12:50:24,48.88934790508701,8.69826100407508,48.88958095727705,8.698312396287825,48.88958197323591,8.69830900053291,3,20.286912579660267,0.2730710976044364,26.292226647450967,wknn_fingerprinting_smoothed_road_snapped,5,0.4483258670965485,0,0,5,18.652932514397712,8.96759560312941,False,
scan_70,2026-04-08 12:52:18,48.88983565543575,8.698616818788484,48.88989111424489,8.69854651252192,48.88989154723173,8.698544731323858,3,36.62421785285432,0.13899742310562602,8.157923924703574,wknn_fingerprinting_smoothed_road_snapped,10,13.26365345050495,1,5,4,4.357161284970088,11.375425797979185,False,
scan_71,2026-04-08 12:52:28,48.88986302131982,8.69861068053691,48.88993958709163,8.698573059734,48.88993986853291,8.698571901955175,3,33.575784925051764,0.09034824751969066,9.013211241313392,wknn_fingerprinting_smoothed_road_snapped,4,1.9803475251144815,0,2,2,3.079322354185812,5.734982260939996,False,
scan_83,2026-04-08 12:54:16,48.8902915156664,8.698898967808262,48.89014997635604,8.699181096744393,48.89022026497666,8.699195075394453,3,42.7278207572849,7.891139614567086,23.0788352693458,wknn_fingerprinting_smoothed_road_snapped,5,12.627999708732562,0,3,2,16.816135609986667,19.228454714602112,False,
scan_84,2026-04-08 12:54:26,48.8904033326553,8.69891857812163,48.8903435585768,8.699084666132922,48.8903778,8.6990327,3,21.361959960016154,5.384847637939169,8.823269034429508,wknn_fingerprinting_smoothed_road_snapped,6,11.141007076044794,0,4,2,12.529949805216381,21.184599080014298,False,
scan_88,2026-04-08 12:55:02,48.89070448719596,8.698895740749146,48.89046940083454,8.69899365363613,48.89046703637368,8.699042659416705,3,21.361959960016154,3.596522904652808,28.536636815340763,wknn_fingerprinting_smoothed_road_snapped,6,9.90424179691119,0,2,4,9.552615864441977,4.86329908980608,False,
scan_90,2026-04-08 12:55:21,48.89079797256797,8.698988937297218,48.890524275950995,8.69895385336566,48.890519928034074,8.699048293997585,4,42.20189569201838,6.9293069418371935,31.25532863681285,wknn_fingerprinting_smoothed_road_snapped,7,1.8392407224353544,0,2,5,12.443124732444335,5.902325418491391,False,
scan_94,2026-04-08 12:55:48,48.89105861229604,8.699050924581883,48.89070821093543,8.699025721256834,48.890706790801886,8.699065611007214,5,39.76083570578479,2.9239120529983507,39.179517415225106,wknn_fingerprinting_smoothed_road_snapped,14,12.399639167342308,1,6,7,19.764412408053406,21.386936177284102,False,
scan_163,2026-04-08 13:10:26,48.891283212173526,8.699240196601913,48.891180095628776,8.699173283177645,48.89117918503037,8.699181951737021,3,37.797707161502096,0.6425151894652993,12.340054175232526,wknn_fingerprinting_smoothed_road_snapped,6,14.395101858413527,1,3,2,26.409076942317608,9.132429103777666,False,
scan_164,2026-04-08 13:10:31,48.8913253402243,8.699258542131224,48.891277557112296,8.699222230819787,48.891279234423955,8.699206263413766,3,34.50867954604184,1.183504735755163,6.40184590974769,wknn_fingerprinting_smoothed_road_snapped,9,11.42577663401013,2,1,6,4.878133829475996,11.278749770178045,False,
